aptNm,aptSeq,buildYear,contractTerm,contractType,dealDay,dealMonth,dealYear,deposit,excluUseAr,floor,jibun,monthlyRent,preDeposit,preMonthlyRent,roadnm,roadnmbcd,roadnmbonbun,roadnmbubun,roadnmcd,roadnmseq,roadnmsggcd,sggCd,umdNm,useRRRight,gu_name,lawd_cd,housing_type,transaction_type,query_ym,source_api,offiNm,sggNm,houseType,totalFloorAr,mhouseNm,주소키,위도,경도,검색주소,카카오매칭주소,공식자치구,공식행정동,행정동코드,매핑상태,프로젝트자치구,프로젝트행정동,분석대상여부,공식지역,프로젝트지역
효천엘에이치천년나무6단지아파트,29155-379,2016,25.10~27.09,신규,31,8,2025,"15,600",51.87,17,539,0,,,효우2로 90,0,00090,00000,3162075,1,12270,12270,행암동,,남구,12270,아파트,전월세,202508,아파트 전월세,,,,,,남구|행암동|539|효우2로 90|00090|00000,35.0991849700401,126.883590539706,광주광역시 남구 행암동 539,전남광주통합특별시 남구 효우2로 90,남구,송암동,1227072000,성공,남구,송암동,True,남구 송암동,남구 송암동
광주효천1엘에이치1단지,29155-421,2021,25.09~27.08,갱신,31,8,2025,"1,003",37.7,20,679,22,950,22,효천로 176,0,00176,00000,3351956,1,12270,12270,임암동,,남구,12270,아파트,전월세,202508,아파트 전월세,,,,,,남구|임암동|679|효천로 176|00176|00000,35.1076021714696,126.863505319348,광주광역시 남구 임암동 679,전남광주통합특별시 남구 효천로 176,남구,송암동,1227072000,성공,남구,송암동,True,남구 송암동,남구 송암동
광주효천1엘에이치1단지,29155-421,2021,25.09~27.08,갱신,28,8,2025,"4,003",37.7,2,679,10,"3,950",9,효천로 176,0,00176,00000,3351956,1,12270,12270,임암동,,남구,12270,아파트,전월세,202508,아파트 전월세,,,,,,남구|임암동|679|효천로 176|00176|00000,35.1076021714696,126.863505319348,광주광역시 남구 임암동 679,전남광주통합특별시 남구 효천로 176,남구,송암동,1227072000,성공,남구,송암동,True,남구 송암동,남구 송암동
효천엘에이치천년나무7단지,29155-391,2017,25.08~27.09,신규,19,8,2025,888,44.78,5,713,33,,,행암길 9,0,00009,00000,4283689,0,12270,12270,행암동,,남구,12270,아파트,전월세,202508,아파트 전월세,,,,,,남구|행암동|713|행암길 9|00009|00000,35.1026108867821,126.896298377775,광주광역시 남구 행암동 713,전남광주통합특별시 남구 행암길 9,남구,효덕동,1227071000,성공,남구,효덕동,True,남구 효덕동,남구 효덕동
효천엘에이치천년나무7단지,29155-391,2017,25.08~27.09,신규,19,8,2025,"2,326",26.54,12,713,13,,,행암길 9,0,00009,00000,4283689,0,12270,12270,행암동,,남구,12270,아파트,전월세,202508,아파트 전월세,,,,,,남구|행암동|713|행암길 9|00009|00000,35.1026108867821,126.896298377775,광주광역시 남구 행암동 713,전남광주통합특별시 남구 행암길 9,남구,효덕동,1227071000,성공,남구,효덕동,True,남구 효덕동,남구 효덕동
광주효천1엘에이치1단지,29155-421,2021,25.09~27.08,갱신,28,8,2025,984,46.91,25,679,32,"3,092",27,효천로 176,0,00176,00000,3351956,1,12270,12270,임암동,,남구,12270,아파트,전월세,202508,아파트 전월세,,,,,,남구|임암동|679|효천로 176|00176|00000,35.1076021714696,126.863505319348,광주광역시 남구 임암동 679,전남광주통합특별시 남구 효천로 176,남구,송암동,1227072000,성공,남구,송암동,True,남구 송암동,남구 송암동
효천엘에이치천년나무7단지,29155-391,2017,25.08~27.09,신규,19,8,2025,"3,229",36.81,15,713,18,,,행암길 9,0,00009,00000,4283689,0,12270,12270,행암동,,남구,12270,아파트,전월세,202508,아파트 전월세,,,,,,남구|행암동|713|행암길 9|00009|00000,35.1026108867821,126.896298377775,광주광역시 남구 행암동 713,전남광주통합특별시 남구 행암길 9,남구,효덕동,1227071000,성공,남구,효덕동,True,남구 효덕동,남구 효덕동
광주효천1엘에이치1단지,29155-421,2021,25.09~27.08,갱신,27,8,2025,"4,003",37.7,5,679,10,"1,750",20,효천로 176,0,00176,00000,3351956,1,12270,12270,임암동,,남구,12270,아파트,전월세,202508,아파트 전월세,,,,,,남구|임암동|679|효천로 176|00176|00000,35.1076021714696,126.863505319348,광주광역시 남구 임암동 679,전남광주통합특별시 남구 효천로 176,남구,송암동,1227072000,성공,남구,송암동,True,남구 송암동,남구 송암동
광주효천1엘에이치1단지,29155-421,2021,25.09~27.08,갱신,26,8,2025,"3,684",46.91,3,679,25,"3,092",27,효천로 176,0,00176,00000,3351956,1,12270,12270,임암동,,남구,12270,아파트,전월세,202508,아파트 전월세,,,,,,남구|임암동|679|효천로 176|00176|00000,35.1076021714696,126.863505319348,광주광역시 남구 임암동 679,전남광주통합특별시 남구 효천로 176,남구,송암동,1227072000,성공,남구,송암동,True,남구 송암동,남구 송암동
광주효천1엘에이치1단지,29155-421,2021,25.09~27.08,갱신,25,8,2025,"4,003",37.7,7,679,10,"3,950",9,효천로 176,0,00176,00000,3351956,1,12270,12270,임암동,,남구,12270,아파트,전월세,202508,아파트 전월세,,,,,,남구|임암동|679|효천로 176|00176|00000,35.1076021714696,126.863505319348,광주광역시 남구 임암동 679,전남광주통합특별시 남구 효천로 176,남구,송암동,1227072000,성공,남구,송암동,True,남구 송암동,남구 송암동
효천엘에이치천년나무7단지,29155-391,2017,25.08~27.09,신규,19,8,2025,"2,326",26.54,14,713,13,,,행암길 9,0,00009,00000,4283689,0,12270,12270,행암동,,남구,12270,아파트,전월세,202508,아파트 전월세,,,,,,남구|행암동|713|행암길 9|00009|00000,35.1026108867821,126.896298377775,광주광역시 남구 행암동 713,전남광주통합특별시 남구 행암길 9,남구,효덕동,1227071000,성공,남구,효덕동,True,남구 효덕동,남구 효덕동
엘에이치송화마을8단지,29155-395,2018,25.08~27.08,갱신,25,8,2025,"4,688",36.72,8,825,7,"2,988",17,노대실로 9,0,00009,00000,3161003,0,12270,12270,노대동,,남구,12270,아파트,전월세,202508,아파트 전월세,,,,,,남구|노대동|825|노대실로 9|00009|00000,35.1088035081054,126.905394245253,광주광역시 남구 노대동 825,전남광주통합특별시 남구 노대실로 9,남구,효덕동,1227071000,성공,남구,효덕동,True,남구 효덕동,남구 효덕동
신흥타운3,29155-99,1987,25.08~27.08,신규,6,8,2025,"8,000",49.95,12,508-5,0,,,서문대로 614,0,00614,00000,2161001,2,12270,12270,진월동,,남구,12270,아파트,전월세,202508,아파트 전월세,,,,,,남구|진월동|508-5|서문대로 614|00614|00000,35.1140098407642,126.897996394333,광주광역시 남구 진월동 508-5,전남광주통합특별시 남구 서문대로 614,남구,진월동,1227070500,성공,남구,진월동,True,남구 진월동,남구 진월동
광주효천1엘에이치1단지,29155-421,2021,25.09~27.08,갱신,22,8,2025,"1,803",37.7,12,679,21,"1,750",20,효천로 176,0,00176,00000,3351956,1,12270,12270,임암동,,남구,12270,아파트,전월세,202508,아파트 전월세,,,,,,남구|임암동|679|효천로 176|00176|00000,35.1076021714696,126.863505319348,광주광역시 남구 임암동 679,전남광주통합특별시 남구 효천로 176,남구,송암동,1227072000,성공,남구,송암동,True,남구 송암동,남구 송암동
광주효천1엘에이치1단지,29155-421,2021,25.08~27.09,신규,21,8,2025,"3,215",46.91,21,679,28,,,효천로 176,0,00176,00000,3351956,1,12270,12270,임암동,,남구,12270,아파트,전월세,202508,아파트 전월세,,,,,,남구|임암동|679|효천로 176|00176|00000,35.1076021714696,126.863505319348,광주광역시 남구 임암동 679,전남광주통합특별시 남구 효천로 176,남구,송암동,1227072000,성공,남구,송암동,True,남구 송암동,남구 송암동
엘에이치송화마을8단지,29155-395,2018,25.08~27.09,신규,21,8,2025,"2,988",36.72,11,825,17,,,노대실로 9,0,00009,00000,3161003,0,12270,12270,노대동,,남구,12270,아파트,전월세,202508,아파트 전월세,,,,,,남구|노대동|825|노대실로 9|00009|00000,35.1088035081054,126.905394245253,광주광역시 남구 노대동 825,전남광주통합특별시 남구 노대실로 9,남구,효덕동,1227071000,성공,남구,효덕동,True,남구 효덕동,남구 효덕동
광주효천1엘에이치3단지,29155-403,2020,25.08~27.09,갱신,22,8,2025,715,44.97,13,731,28,"3,715",20,효천중앙로 35,0,00035,00000,3351961,0,12270,12270,임암동,,남구,12270,아파트,전월세,202508,아파트 전월세,,,,,,남구|임암동|731|효천중앙로 35|00035|00000,35.1035679937987,126.87276883408,광주광역시 남구 임암동 731,전남광주통합특별시 남구 효천중앙로 35,남구,송암동,1227072000,성공,남구,송암동,True,남구 송암동,남구 송암동
효천엘에이치천년나무7단지,29155-391,2017,25.08~27.09,신규,19,8,2025,"2,347",26.54,17,713,13,,,행암길 9,0,00009,00000,4283689,0,12270,12270,행암동,,남구,12270,아파트,전월세,202508,아파트 전월세,,,,,,남구|행암동|713|행암길 9|00009|00000,35.1026108867821,126.896298377775,광주광역시 남구 행암동 713,전남광주통합특별시 남구 행암길 9,남구,효덕동,1227071000,성공,남구,효덕동,True,남구 효덕동,남구 효덕동
광주효천1엘에이치1단지,29155-421,2021,25.09~27.08,갱신,21,8,2025,"4,003",37.7,21,679,10,"1,750",20,효천로 176,0,00176,00000,3351956,1,12270,12270,임암동,,남구,12270,아파트,전월세,202508,아파트 전월세,,,,,,남구|임암동|679|효천로 176|00176|00000,35.1076021714696,126.863505319348,광주광역시 남구 임암동 679,전남광주통합특별시 남구 효천로 176,남구,송암동,1227072000,성공,남구,송암동,True,남구 송암동,남구 송암동
광주효천1엘에이치1단지,29155-421,2021,25.08~27.09,신규,21,8,2025,"3,215",46.91,18,679,28,,,효천로 176,0,00176,00000,3351956,1,12270,12270,임암동,,남구,12270,아파트,전월세,202508,아파트 전월세,,,,,,남구|임암동|679|효천로 176|00176|00000,35.1076021714696,126.863505319348,광주광역시 남구 임암동 679,전남광주통합특별시 남구 효천로 176,남구,송암동,1227072000,성공,남구,송암동,True,남구 송암동,남구 송암동
효천엘에이치천년나무7단지,29155-391,2017,25.08~27.09,신규,19,8,2025,"2,326",26.54,1,713,13,,,행암길 9,0,00009,00000,4283689,0,12270,12270,행암동,,남구,12270,아파트,전월세,202508,아파트 전월세,,,,,,남구|행암동|713|행암길 9|00009|00000,35.1026108867821,126.896298377775,광주광역시 남구 행암동 713,전남광주통합특별시 남구 행암길 9,남구,효덕동,1227071000,성공,남구,효덕동,True,남구 효덕동,남구 효덕동
광주효천1엘에이치1단지,29155-421,2021,25.09~27.08,갱신,20,8,2025,"3,184",46.91,7,679,28,"3,092",27,효천로 176,0,00176,00000,3351956,1,12270,12270,임암동,,남구,12270,아파트,전월세,202508,아파트 전월세,,,,,,남구|임암동|679|효천로 176|00176|00000,35.1076021714696,126.863505319348,광주광역시 남구 임암동 679,전남광주통합특별시 남구 효천로 176,남구,송암동,1227072000,성공,남구,송암동,True,남구 송암동,남구 송암동
광주효천1엘에이치1단지,29155-421,2021,25.09~27.08,갱신,20,8,2025,"3,184",46.74,11,679,28,"3,092",27,효천로 176,0,00176,00000,3351956,1,12270,12270,임암동,,남구,12270,아파트,전월세,202508,아파트 전월세,,,,,,남구|임암동|679|효천로 176|00176|00000,35.1076021714696,126.863505319348,광주광역시 남구 임암동 679,전남광주통합특별시 남구 효천로 176,남구,송암동,1227072000,성공,남구,송암동,True,남구 송암동,남구 송암동
광주효천1엘에이치1단지,29155-421,2021,25.09~27.08,갱신,20,8,2025,"4,184",46.91,5,679,22,"3,092",27,효천로 176,0,00176,00000,3351956,1,12270,12270,임암동,,남구,12270,아파트,전월세,202508,아파트 전월세,,,,,,남구|임암동|679|효천로 176|00176|00000,35.1076021714696,126.863505319348,광주광역시 남구 임암동 679,전남광주통합특별시 남구 효천로 176,남구,송암동,1227072000,성공,남구,송암동,True,남구 송암동,남구 송암동
광주효천1엘에이치1단지,29155-421,2021,25.09~27.08,갱신,19,8,2025,"4,003",37.7,7,679,10,"3,870",8,효천로 176,0,00176,00000,3351956,1,12270,12270,임암동,,남구,12270,아파트,전월세,202508,아파트 전월세,,,,,,남구|임암동|679|효천로 176|00176|00000,35.1076021714696,126.863505319348,광주광역시 남구 임암동 679,전남광주통합특별시 남구 효천로 176,남구,송암동,1227072000,성공,남구,송암동,True,남구 송암동,남구 송암동
광주효천1엘에이치3단지,29155-403,2020,25.08~27.09,신규,19,8,2025,"1,306",16.76,8,731,7,,,효천중앙로 35,0,00035,00000,3351961,0,12270,12270,임암동,,남구,12270,아파트,전월세,202508,아파트 전월세,,,,,,남구|임암동|731|효천중앙로 35|00035|00000,35.1035679937987,126.87276883408,광주광역시 남구 임암동 731,전남광주통합특별시 남구 효천중앙로 35,남구,송암동,1227072000,성공,남구,송암동,True,남구 송암동,남구 송암동
광주효천1엘에이치1단지,29155-421,2021,25.09~27.08,갱신,13,8,2025,"4,003",37.7,17,679,10,"3,950",9,효천로 176,0,00176,00000,3351956,1,12270,12270,임암동,,남구,12270,아파트,전월세,202508,아파트 전월세,,,,,,남구|임암동|679|효천로 176|00176|00000,35.1076021714696,126.863505319348,광주광역시 남구 임암동 679,전남광주통합특별시 남구 효천로 176,남구,송암동,1227072000,성공,남구,송암동,True,남구 송암동,남구 송암동
광주효천1엘에이치1단지,29155-421,2021,25.09~27.08,갱신,12,8,2025,"6,184",46.91,3,679,13,"3,092",27,효천로 176,0,00176,00000,3351956,1,12270,12270,임암동,,남구,12270,아파트,전월세,202508,아파트 전월세,,,,,,남구|임암동|679|효천로 176|00176|00000,35.1076021714696,126.863505319348,광주광역시 남구 임암동 679,전남광주통합특별시 남구 효천로 176,남구,송암동,1227072000,성공,남구,송암동,True,남구 송암동,남구 송암동
광주효천1엘에이치1단지,29155-421,2021,25.09~27.08,갱신,12,8,2025,"2,225",26.63,4,679,7,996,13,효천로 176,0,00176,00000,3351956,1,12270,12270,임암동,,남구,12270,아파트,전월세,202508,아파트 전월세,,,,,,남구|임암동|679|효천로 176|00176|00000,35.1076021714696,126.863505319348,광주광역시 남구 임암동 679,전남광주통합특별시 남구 효천로 176,남구,송암동,1227072000,성공,남구,송암동,True,남구 송암동,남구 송암동
호반,29155-129,1999,25.08~27.08,신규,7,8,2025,500,32.16,8,388,40,,,서문대로663번안길 2,0,00002,00000,4283383,1,12270,12270,진월동,,남구,12270,아파트,전월세,202508,아파트 전월세,,,,,,남구|진월동|388|서문대로663번안길 2|00002|00000,35.1180180277016,126.894824991882,광주광역시 남구 진월동 388,전남광주통합특별시 남구 금당로2길 4-13,남구,진월동,1227070500,성공,남구,진월동,True,남구 진월동,남구 진월동
광주효천1엘에이치1단지,29155-421,2021,25.09~27.08,갱신,12,8,2025,"4,183",37.7,9,679,12,"1,750",20,효천로 176,0,00176,00000,3351956,1,12270,12270,임암동,,남구,12270,아파트,전월세,202508,아파트 전월세,,,,,,남구|임암동|679|효천로 176|00176|00000,35.1076021714696,126.863505319348,광주광역시 남구 임암동 679,전남광주통합특별시 남구 효천로 176,남구,송암동,1227072000,성공,남구,송암동,True,남구 송암동,남구 송암동
광주효천1엘에이치1단지,29155-421,2021,25.09~27.08,갱신,12,8,2025,"4,003",37.7,3,679,10,"1,750",20,효천로 176,0,00176,00000,3351956,1,12270,12270,임암동,,남구,12270,아파트,전월세,202508,아파트 전월세,,,,,,남구|임암동|679|효천로 176|00176|00000,35.1076021714696,126.863505319348,광주광역시 남구 임암동 679,전남광주통합특별시 남구 효천로 176,남구,송암동,1227072000,성공,남구,송암동,True,남구 송암동,남구 송암동
호반,29155-129,1999,25.08~27.08,신규,7,8,2025,300,32.16,8,388,35,,,서문대로663번안길 2,0,00002,00000,4283383,1,12270,12270,진월동,,남구,12270,아파트,전월세,202508,아파트 전월세,,,,,,남구|진월동|388|서문대로663번안길 2|00002|00000,35.1180180277016,126.894824991882,광주광역시 남구 진월동 388,전남광주통합특별시 남구 금당로2길 4-13,남구,진월동,1227070500,성공,남구,진월동,True,남구 진월동,남구 진월동
신흥타운3,29155-99,1987,25.08~27.01,신규,3,8,2025,"1,000",49.95,8,508-5,50,,,서문대로 614,0,00614,00000,2161001,2,12270,12270,진월동,,남구,12270,아파트,전월세,202508,아파트 전월세,,,,,,남구|진월동|508-5|서문대로 614|00614|00000,35.1140098407642,126.897996394333,광주광역시 남구 진월동 508-5,전남광주통합특별시 남구 서문대로 614,남구,진월동,1227070500,성공,남구,진월동,True,남구 진월동,남구 진월동
광주효천1엘에이치1단지,29155-421,2021,25.09~27.08,갱신,8,8,2025,"6,503",46.91,2,679,15,"6,092",12,효천로 176,0,00176,00000,3351956,1,12270,12270,임암동,,남구,12270,아파트,전월세,202508,아파트 전월세,,,,,,남구|임암동|679|효천로 176|00176|00000,35.1076021714696,126.863505319348,광주광역시 남구 임암동 679,전남광주통합특별시 남구 효천로 176,남구,송암동,1227072000,성공,남구,송암동,True,남구 송암동,남구 송암동
광주효천1엘에이치1단지,29155-421,2021,25.09~27.08,신규,5,8,2025,"6,184",46.91,13,679,13,,,효천로 176,0,00176,00000,3351956,1,12270,12270,임암동,,남구,12270,아파트,전월세,202508,아파트 전월세,,,,,,남구|임암동|679|효천로 176|00176|00000,35.1076021714696,126.863505319348,광주광역시 남구 임암동 679,전남광주통합특별시 남구 효천로 176,남구,송암동,1227072000,성공,남구,송암동,True,남구 송암동,남구 송암동
효천엘에이치천년나무7단지,29155-391,2017,25.09~27.08,갱신,4,8,2025,"3,726",26.54,7,713,6,"3,697",6,행암길 9,0,00009,00000,4283689,0,12270,12270,행암동,,남구,12270,아파트,전월세,202508,아파트 전월세,,,,,,남구|행암동|713|행암길 9|00009|00000,35.1026108867821,126.896298377775,광주광역시 남구 행암동 713,전남광주통합특별시 남구 행암길 9,남구,효덕동,1227071000,성공,남구,효덕동,True,남구 효덕동,남구 효덕동
광주효천1엘에이치1단지,29155-421,2021,25.08~27.08,갱신,4,8,2025,"5,984",46.91,19,679,11,"3,184",28,효천로 176,0,00176,00000,3351956,1,12270,12270,임암동,,남구,12270,아파트,전월세,202508,아파트 전월세,,,,,,남구|임암동|679|효천로 176|00176|00000,35.1076021714696,126.863505319348,광주광역시 남구 임암동 679,전남광주통합특별시 남구 효천로 176,남구,송암동,1227072000,성공,남구,송암동,True,남구 송암동,남구 송암동
엘에이치송화마을8단지,29155-395,2018,25.08~27.07,갱신,4,8,2025,"2,916",36.72,11,825,17,"2,916",17,노대실로 9,0,00009,00000,3161003,0,12270,12270,노대동,,남구,12270,아파트,전월세,202508,아파트 전월세,,,,,,남구|노대동|825|노대실로 9|00009|00000,35.1088035081054,126.905394245253,광주광역시 남구 노대동 825,전남광주통합특별시 남구 노대실로 9,남구,효덕동,1227071000,성공,남구,효덕동,True,남구 효덕동,남구 효덕동
광주효천1엘에이치1단지,29155-421,2021,25.09~27.08,갱신,4,8,2025,"4,184",46.91,18,679,22,"3,092",27,효천로 176,0,00176,00000,3351956,1,12270,12270,임암동,,남구,12270,아파트,전월세,202508,아파트 전월세,,,,,,남구|임암동|679|효천로 176|00176|00000,35.1076021714696,126.863505319348,광주광역시 남구 임암동 679,전남광주통합특별시 남구 효천로 176,남구,송암동,1227072000,성공,남구,송암동,True,남구 송암동,남구 송암동
운암동포레스-힐2,29170-700,2014,25.09~26.09,신규,20,8,2025,300,17.9208,4,936-15,40,,,대자실로 22,0,00022,00000,3162008,1,12300,12300,운암동,,북구,12300,아파트,전월세,202508,아파트 전월세,,,,,,북구|운암동|936-15|대자실로 22|00022|00000,35.1790929266713,126.8741675801,광주광역시 북구 운암동 936-15,전남광주통합특별시 북구 대자실로 22,북구,운암1동,1230060100,성공,북구,운암1동,True,북구 운암1동,북구 운암1동
용봉동도나우타운2차,29170-746,2017,25.08~26.08,신규,19,8,2025,"1,000",49.4407,7,1366-2,65,,,저불로70번길 6-2,0,00006,00002,4286652,0,12300,12300,용봉동,,북구,12300,아파트,전월세,202508,아파트 전월세,,,,,,북구|용봉동|1366-2|저불로70번길 6-2|00006|00002,35.1804681144749,126.896007791195,광주광역시 북구 용봉동 1366-2,전남광주통합특별시 북구 저불로70번길 6-2,북구,용봉동,1230059000,성공,북구,용봉동,True,북구 용봉동,북구 용봉동
벽산블루밍메가씨티3단지,29170-568,2008,25.09~27.09,신규,10,8,2025,"2,000",58.7079,18,69,85,,,대자로 55,0,00055,00000,3162007,1,12300,12300,운암동,,북구,12300,아파트,전월세,202508,아파트 전월세,,,,,,북구|운암동|69|대자로 55|00055|00000,35.1747738144985,126.878951074658,광주광역시 북구 운암동 69,전남광주통합특별시 북구 북문대로 53,북구,운암1동,1230060100,성공,북구,운암1동,True,북구 운암1동,북구 운암1동
운암동포레스-힐2,29170-700,2014,25.09~26.08,신규,31,8,2025,300,17.9208,9,936-15,40,,,대자실로 22,0,00022,00000,3162008,1,12300,12300,운암동,,북구,12300,아파트,전월세,202508,아파트 전월세,,,,,,북구|운암동|936-15|대자실로 22|00022|00000,35.1790929266713,126.8741675801,광주광역시 북구 운암동 936-15,전남광주통합특별시 북구 대자실로 22,북구,운암1동,1230060100,성공,북구,운암1동,True,북구 운암1동,북구 운암1동
용봉주공,29170-227,2004,25.09~27.08,신규,14,8,2025,"3,596",51.95,18,1461,15,,,매곡로 20,0,00020,00000,3162014,1,12300,12300,용봉동,,북구,12300,아파트,전월세,202508,아파트 전월세,,,,,,북구|용봉동|1461|매곡로 20|00020|00000,35.1866483726599,126.895825017945,광주광역시 북구 용봉동 1461,전남광주통합특별시 북구 매곡로 20,북구,용봉동,1230059000,성공,북구,용봉동,True,북구 용봉동,북구 용봉동
운암프라자,29170-62,2006,25.09~27.08,신규,30,8,2025,"1,000",38.61,4,940,30,,,서강로 104-3,0,00104,00003,3162027,1,12300,12300,운암동,,북구,12300,아파트,전월세,202508,아파트 전월세,,,,,,북구|운암동|940|서강로 104-3|00104|00003,35.1803160118784,126.873422893152,광주광역시 북구 운암동 940,전남광주통합특별시 북구 서강로 104-3,북구,운암1동,1230060100,성공,북구,운암1동,True,북구 운암1동,북구 운암1동
용봉주공,29170-227,2004,25.09~27.08,갱신,18,8,2025,"2,096",51.95,17,1461,15,"2,035",15,매곡로 20,0,00020,00000,3162014,1,12300,12300,용봉동,,북구,12300,아파트,전월세,202508,아파트 전월세,,,,,,북구|용봉동|1461|매곡로 20|00020|00000,35.1866483726599,126.895825017945,광주광역시 북구 용봉동 1461,전남광주통합특별시 북구 매곡로 20,북구,용봉동,1230059000,성공,북구,용봉동,True,북구 용봉동,북구 용봉동
용봉동도나우타운2차,29170-746,2017,25.10~27.09,신규,14,8,2025,"13,000",49.4407,12,1366-2,0,,,저불로70번길 6-2,0,00006,00002,4286652,0,12300,12300,용봉동,,북구,12300,아파트,전월세,202508,아파트 전월세,,,,,,북구|용봉동|1366-2|저불로70번길 6-2|00006|00002,35.1804681144749,126.896007791195,광주광역시 북구 용봉동 1366-2,전남광주통합특별시 북구 저불로70번길 6-2,북구,용봉동,1230059000,성공,북구,용봉동,True,북구 용봉동,북구 용봉동
고운맨션,29170-14,1990,25.08~26.12,신규,12,8,2025,500,51.18,3,369-1,52,,,반룡로 46,0,00046,00000,3162020,1,12300,12300,용봉동,,북구,12300,아파트,전월세,202508,아파트 전월세,,,,,,북구|용봉동|369-1|반룡로 46|00046|00000,35.1783181590554,126.902908782102,광주광역시 북구 용봉동 369-1,전남광주통합특별시 북구 반룡로 46,북구,용봉동,1230059000,성공,북구,용봉동,True,북구 용봉동,북구 용봉동
고운맨션,29170-14,1990,25.08~27.08,신규,7,8,2025,"1,000",51.18,7,369-1,40,,,반룡로 46,0,00046,00000,3162020,1,12300,12300,용봉동,,북구,12300,아파트,전월세,202508,아파트 전월세,,,,,,북구|용봉동|369-1|반룡로 46|00046|00000,35.1783181590554,126.902908782102,광주광역시 북구 용봉동 369-1,전남광주통합특별시 북구 반룡로 46,북구,용봉동,1230059000,성공,북구,용봉동,True,북구 용봉동,북구 용봉동
아름마을휴먼시아1단지,29200-247,2009,,,25,8,2025,"3,156",39.72,3,1061,6,,,수등로123번길 70,0,00070,00000,4289327,1,12330,12330,신가동,,광산구,12330,아파트,전월세,202508,아파트 전월세,,,,,,광산구|신가동|1061|수등로123번길 70|00070|00000,35.1858460602035,126.824527935674,광주광역시 광산구 신가동 1061,전남광주통합특별시 광산구 수등로123번길 70,광산구,수완동,1233063700,성공,광산구,수완동,True,광산구 수완동,광산구 수완동
아크로시티,29200-360,2016,25.10~27.10,신규,27,8,2025,"9,000",43.8815,7,893-2,0,,,임방울대로826번길 60-3,0,00060,00003,4289555,1,12330,12330,월계동,,광산구,12330,아파트,전월세,202508,아파트 전월세,,,,,,광산구|월계동|893-2|임방울대로826번길 60-3|00060|00003,35.214624599564,126.848263578666,광주광역시 광산구 월계동 893-2,전남광주통합특별시 광산구 임방울대로826번길 60-3,광산구,첨단2동,1233062600,성공,북구,첨단2동,True,광산구 첨단2동,북구 첨단2동
하남우미,29200-38,1992,25.08~27.08,신규,7,8,2025,400,49.14,3,1572-2,50,,,월곡산정로 40,0,00040,00000,3163042,1,12330,12330,우산동,,광산구,12330,아파트,전월세,202508,아파트 전월세,,,,,,광산구|우산동|1572-2|월곡산정로 40|00040|00000,35.1658362217461,126.806527217382,광주광역시 광산구 우산동 1572-2,전남광주통합특별시 광산구 월곡산정로 40,광산구,우산동,1233058000,성공,광산구,우산동,True,광산구 우산동,광산구 우산동
첨단도휘에드가2차,29200-350,2015,25.08~26.08,신규,6,8,2025,300,19.69,11,694-70,38,,,월계로 223-20,0,00223,00020,3163039,1,12330,12330,쌍암동,,광산구,12330,아파트,전월세,202508,아파트 전월세,,,,,,광산구|쌍암동|694-70|월계로 223-20|00223|00020,35.2153858800186,126.850509647451,광주광역시 광산구 쌍암동 694-70,전남광주통합특별시 광산구 월계로 223-20,광산구,첨단2동,1233062600,성공,북구,첨단2동,True,광산구 첨단2동,북구 첨단2동
하남우미,29200-38,1992,25.09~27.09,갱신,12,8,2025,"10,500",49.14,11,1572-2,16,"10,500",14,월곡산정로 40,0,00040,00000,3163042,1,12330,12330,우산동,,광산구,12330,아파트,전월세,202508,아파트 전월세,,,,,,광산구|우산동|1572-2|월곡산정로 40|00040|00000,35.1658362217461,126.806527217382,광주광역시 광산구 우산동 1572-2,전남광주통합특별시 광산구 월곡산정로 40,광산구,우산동,1233058000,성공,광산구,우산동,True,광산구 우산동,광산구 우산동
리버힐,29200-36,1992,25.08~27.08,신규,20,8,2025,500,49.86,13,1602-2,48,,,우산로 47,0,00047,00000,3163037,1,12330,12330,우산동,,광산구,12330,아파트,전월세,202508,아파트 전월세,,,,,,광산구|우산동|1602-2|우산로 47|00047|00000,35.1590141808005,126.806285116368,광주광역시 광산구 우산동 1602-2,전남광주통합특별시 광산구 우산로 47,광산구,우산동,1233058000,성공,광산구,우산동,True,광산구 우산동,광산구 우산동
송정뜰안애,29200-325,2014,25.08~27.08,갱신,26,8,2025,"4,700",16.8123,5,754-2,0,"4,700",,광산로 77-3,0,00077,00003,3163002,1,12330,12330,송정동,,광산구,12330,아파트,전월세,202508,아파트 전월세,,,,,,광산구|송정동|754-2|광산로 77-3|00077|00003,35.1414890898644,126.798894591867,광주광역시 광산구 송정동 754-2,전남광주통합특별시 광산구 광산로 77-3,광산구,송정1동,1233051500,성공,광산구,송정1동,True,광산구 송정1동,광산구 송정1동
케이에스타운,29200-294,2013,25.08~26.08,신규,28,8,2025,500,24.596,6,882-8,37,,,임방울대로826번길 60-14,0,00060,00014,4289555,1,12330,12330,월계동,,광산구,12330,아파트,전월세,202508,아파트 전월세,,,,,,광산구|월계동|882-8|임방울대로826번길 60-14|00060|00014,35.2153364864962,126.848120131863,광주광역시 광산구 월계동 882-8,전남광주통합특별시 광산구 임방울대로826번길 60-14,광산구,첨단2동,1233062600,성공,북구,첨단2동,True,광산구 첨단2동,북구 첨단2동
