"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-01-01 ~ 2025-12-31"
"실거래구분 : 오피스텔(전월세)"
"주소구분 : 지번주소"
"시도 : 전남광주통합특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)"
"1409","전남광주통합특별시 목포시 상동","926-5","0926","0005","거성하이플러스","월세","45.7600","202510","29","500","51","2","2006","백년대로255번길 3","202510~202610","신규","-","",""
"1410","전남광주통합특별시 목포시 석현동","1170-25","1170","0025","스타팰리스(1170-25)","월세","34.5000","202510","29","300","35","7","2011","옥암로186번길 13","202511~202610","신규","-","",""
"1411","전남광주통합특별시 무안군 삼향읍 남악리","2233","2233","0000","도휘에드가9차오피스텔","월세","29.8900","202510","29","500","45","15","2019","대죽동로 40","202511~202610","신규","-","",""
"1412","전남광주통합특별시 무안군 삼향읍 남악리","1476","1476","0000","남악 유탑유블레스900","월세","28.2400","202510","29","300","38","16","2014","후광대로 330","202511~202611","신규","-","",""
"1413","전남광주통합특별시 동구 서석동","70","0070","0000","고운 디아르떼 문화전당","전세","27.8000","202510","29","10,440","0","3","2025","문화전당로26번길 12","202511~202711","신규","-","",""
"1414","전남광주통합특별시 동구 서석동","70","0070","0000","고운 디아르떼 문화전당","월세","27.8000","202510","29","10,440","10","3","2025","문화전당로26번길 12","202511~202711","신규","-","",""
"1415","전남광주통합특별시 서구 농성동","415-57","0415","0057","농성지오스테이션","전세","53.6600","202510","29","14,000","0","8","2018","내방로 433","202511~202711","갱신","사용","14,000","0"
"1416","전남광주통합특별시 북구 중흥동","678-18","0678","0018","주건축물제1동","월세","29.1300","202510","29","300","53","6","2021","경양로 194","202510~202610","신규","-","",""
"1417","전남광주통합특별시 광산구 쌍암동","689-5","0689","0005","(689-5)","월세","36.2700","202510","29","500","43","12","2014","임방울대로825번길 60-26","202512~202612","신규","-","",""
"1418","전남광주통합특별시 광산구 쌍암동","694-99","0694","0099","상상포레스트","전세","35.1600","202510","29","10,000","0","3","2019","첨단강변로87번길 20","202511~202711","신규","-","",""
"1419","전남광주통합특별시 나주시 빛가람동","197","0197","0000","중흥에스-클래스메가티움1차","월세","28.4200","202510","29","300","40","10","2014","상야2길 7","202510~202610","신규","-","",""
"1420","전남광주통합특별시 나주시 빛가람동","197","0197","0000","중흥에스-클래스메가티움1차","월세","28.4200","202510","29","300","40","9","2014","상야2길 7","202511~202610","신규","-","",""
"1421","전남광주통합특별시 나주시 빛가람동","204-1","0204","0001","휴로스센트럴 오피스텔","월세","30.7700","202510","29","500","55","7","2020","상야3길 17","202511~202608","신규","-","",""
"1422","전남광주통합특별시 북구 북동","59","0059","0000","(59)","전세","55.8300","202510","29","13,000","0","3","2017","금재로36번길 41","202512~202711","신규","-","",""
"1423","전남광주통합특별시 서구 치평동","1202-2","1202","0002","랜드피아오피스텔","월세","41.6400","202510","29","1,500","40","7","2005","상무중앙로 114","202511~202611","신규","-","",""
"1424","전남광주통합특별시 동구 수기동","92","0092","0000","아트시티 리버파크 모아미래도","월세","48.7400","202510","29","500","80","13","2021","천변우로 361-15","202511~202611","신규","-","",""
"1425","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202510","29","13,000","15","8","2021","첨단연신로 100","202512~202712","신규","-","",""
"1426","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202510","29","13,000","15","14","2021","첨단연신로 100","202512~202712","신규","-","",""
"1427","전남광주통합특별시 목포시 석현동","1170-24","1170","0024","스타팰리스(1170-24)","월세","39.3300","202510","28","300","40","3","2011","석현로 18-1","202511~202611","신규","-","",""
"1428","전남광주통합특별시 남구 진월동","568","0568","0000","(568)","월세","29.1200","202510","28","500","50","4","2023","효덕로 286","202512~202612","신규","-","",""
"1429","전남광주통합특별시 서구 화정동","23-37","0023","0037","유탑유블레스","월세","31.6600","202510","28","500","43","4","2013","내방로 349","202512~202612","신규","-","",""
"1430","전남광주통합특별시 남구 백운동","709","0709","0000","백운대라수 어썸브릿지 주상복합","월세","84.3800","202510","28","2,000","90","29","2023","회재로 1284","202512~202712","신규","-","",""
"1431","전남광주통합특별시 북구 각화동","608","0608","0000","각화 센트럴파크 서희스타힐스","전세","68.6100","202510","28","16,000","0","9","2020","동문대로249번길 19","202601~202801","신규","-","",""
"1432","전남광주통합특별시 서구 치평동","1210-3","1210","0003","샌트럴시티오피스텔","월세","23.6800","202510","28","2,000","30","22","2016","시청로 77","202511~202610","신규","-","",""
"1433","전남광주통합특별시 서구 치평동","1258-5","1258","0005","상무리채2","월세","27.9400","202510","28","300","40","3","2014","시청로 13","202510~202610","신규","-","",""
"1434","전남광주통합특별시 무안군 삼향읍 남악리","1475","1475","0000","남악도휘에드가7차오피스텔","전세","28.5000","202510","28","4,900","0","14","2015","후광대로 324","202511~202811","신규","-","",""
"1435","전남광주통합특별시 무안군 삼향읍 남악리","1476","1476","0000","남악 유탑유블레스900","월세","28.2400","202510","28","300","38","17","2014","후광대로 330","202511~202610","신규","-","",""
"1436","전남광주통합특별시 무안군 삼향읍 남악리","2233","2233","0000","도휘에드가9차오피스텔","월세","48.8600","202510","28","500","70","11","2019","대죽동로 40","202511~202611","신규","-","",""
"1437","전남광주통합특별시 무안군 삼향읍 남악리","2624","2624","0000","남악센트레빌리버파크","전세","84.7300","202510","28","17,500","0","12","2019","남악로250번길 60","202511~202711","갱신","-","18,500","0"
"1438","전남광주통합특별시 나주시 빛가람동","197","0197","0000","중흥에스-클래스메가티움1차","전세","38.9100","202510","28","8,100","0","3","2014","상야2길 7","202511~202711","신규","-","",""
"1439","전남광주통합특별시 무안군 삼향읍 남악리","2624","2624","0000","남악센트레빌리버파크","전세","84.7300","202510","28","16,000","0","4","2019","남악로250번길 60","202512~202712","신규","-","",""
"1440","전남광주통합특별시 나주시 빛가람동","197","0197","0000","중흥에스-클래스메가티움1차","전세","38.9100","202510","28","8,500","0","3","2014","상야2길 7","202511~202711","신규","-","",""
"1441","전남광주통합특별시 나주시 빛가람동","197","0197","0000","중흥에스-클래스메가티움1차","전세","38.9100","202510","28","8,300","0","3","2014","상야2길 7","202511~202711","신규","-","",""
"1442","전남광주통합특별시 순천시 조곡동","151-18","0151","0018","(151-18)","월세","57.0000","202510","28","500","50","5","2010","역전길 67","202510~202610","신규","-","",""
"1443","전남광주통합특별시 광산구 쌍암동","694-74","0694","0074","윤진리안채","월세","31.7600","202510","28","500","53","7","2017","첨단강변로99번길 21","202512~202611","신규","-","",""
"1444","전남광주통합특별시 서구 치평동","1203-1","1203","0001","중흥에스-클래스스카이31","월세","29.9400","202510","28","2,000","35","14","2014","시청로 97","202511~202603","신규","-","",""
"1445","전남광주통합특별시 광산구 송정동","845-10","0845","0010","송정역 한국아델리움 더 씨티","월세","20.6700","202510","28","500","45","6","2021","송정로15번길 27","202512~202711","신규","-","",""
"1446","전남광주통합특별시 동구 서석동","70","0070","0000","고운 디아르떼 문화전당","전세","27.8000","202510","28","10,440","0","13","2025","문화전당로26번길 12","202511~202711","신규","-","",""
"1447","전남광주통합특별시 동구 금남로4가","79-1","0079","0001","로머스파크","전세","29.8000","202510","28","9,500","0","6","2021","금남로 202","202511~202711","신규","-","",""
"1448","전남광주통합특별시 남구 주월동","1328","1328","0000","남구주월 골드클래스 어반시티","월세","65.0900","202510","28","1,000","85","19","2021","서문대로812번길 4-8","202510~202710","신규","-","",""
"1449","전남광주통합특별시 광산구 송정동","845-10","0845","0010","송정역 한국아델리움 더 씨티","월세","20.6700","202510","28","500","45","6","2021","송정로15번길 27","202512~202711","신규","-","",""
"1450","전남광주통합특별시 광산구 월계동","872-4","0872","0004","더허브","전세","30.0000","202510","27","11,000","0","16","2020","임방울대로800번길 11-10","202511~202711","신규","-","",""
"1451","전남광주통합특별시 목포시 석현동","1170-24","1170","0024","스타팰리스(1170-24)","월세","34.5000","202510","27","300","35","6","2011","석현로 18-1","202511~202610","신규","-","",""
"1452","전남광주통합특별시 광산구 쌍암동","676-2","0676","0002","에이엠시티센트럴파크","전세","39.4700","202510","27","11,000","0","5","2015","첨단중앙로182번길 50","202512~202712","갱신","-","9,500","8"
"1453","전남광주통합특별시 광산구 쌍암동","676-3","0676","0003","첨단센트럴파크2차","전세","49.2400","202510","27","10,000","0","3","2018","첨단중앙로170번길 87","-","-","-","",""
"1454","전남광주통합특별시 목포시 옥암동","1235-3","1235","0003","더벨류넘버1","월세","34.4300","202510","27","500","40","6","2018","후광대로 134","202511~202711","신규","-","",""
"1455","전남광주통합특별시 무안군 청계면 도림리","435-2","0435","0002","도림목포캠퍼스시티","월세","21.7900","202510","27","100","37","11","2019","도림길 74","202511~202610","신규","-","",""
"1456","전남광주통합특별시 서구 치평동","1209","1209","0000","유탑 유블레스 트윈시티","월세","84.9300","202510","27","2,000","100","14","2018","시청로 92","202511~202711","신규","-","",""
"1457","전남광주통합특별시 서구 치평동","1202-2","1202","0002","랜드피아오피스텔","월세","33.1200","202510","27","300","37","7","2005","상무중앙로 114","202510~202610","신규","-","",""
"1458","전남광주통합특별시 동구 서석동","70","0070","0000","고운 디아르떼 문화전당","전세","27.8000","202510","27","10,440","0","9","2025","문화전당로26번길 12","202510~202710","신규","-","",""
"1459","전남광주통합특별시 나주시 빛가람동","200","0200","0000","중흥에스-클래스메가티움2차","월세","28.4200","202510","27","300","40","5","2015","상야3길 8","202511~202611","신규","-","",""
"1460","전남광주통합특별시 여수시 웅천동","1887-1","1887","0001","웅천 롯데캐슬 마리나","전세","34.2300","202510","27","14,000","0","2","2022","웅천남7로 24","202511~202711","신규","-","",""
"1461","전남광주통합특별시 나주시 빛가람동","204-1","0204","0001","휴로스센트럴 오피스텔","월세","30.7700","202510","27","500","55","12","2020","상야3길 17","202511~202611","신규","-","",""
"1462","전남광주통합특별시 동구 금동","19-3","0019","0003","문화전당역 오펠리움","전세","25.2100","202510","27","9,000","0","15","2022","문화전당로23번길 26","202512~202712","신규","-","",""
"1463","전남광주통합특별시 나주시 빛가람동","204-1","0204","0001","휴로스센트럴 오피스텔","월세","30.7700","202510","27","500","47","8","2020","상야3길 17","202511~202611","신규","-","",""
"1464","전남광주통합특별시 광산구 쌍암동","694-106","0694","0106","쌍암동 미르채 리버파크 오피스텔","월세","29.0900","202510","27","500","60","3","2021","월계로 235-8","202511~202711","신규","-","",""
"1465","전남광주통합특별시 나주시 빛가람동","200","0200","0000","중흥에스-클래스메가티움2차","월세","33.0100","202510","27","500","48","8","2015","상야3길 8","202511~202612","신규","-","",""
"1466","전남광주통합특별시 순천시 조곡동","151-18","0151","0018","(151-18)","월세","36.5800","202510","27","300","38","3","2010","역전길 67","202510~202710","갱신","-","300","38"
"1467","전남광주통합특별시 나주시 빛가람동","197","0197","0000","중흥에스-클래스메가티움1차","월세","28.4200","202510","27","300","40","5","2014","상야2길 7","202510~202610","신규","-","",""
"1468","전남광주통합특별시 나주시 빛가람동","194-1","0194","0001","토담휴로스1차오피스텔","월세","28.5500","202510","27","300","38","6","2014","상야2길 16","202511~202611","갱신","-","300","35"
"1469","전남광주통합특별시 여수시 웅천동","1806-1","1806","0001","여수 웅천캐슬스타","전세","26.2100","202510","27","11,000","0","1","2022","웅천로 371","202511~202711","신규","-","",""
"1470","전남광주통합특별시 동구 서석동","70","0070","0000","고운 디아르떼 문화전당","월세","27.8000","202510","27","10,440","10","9","2025","문화전당로26번길 12","202511~202711","신규","-","",""
"1471","전남광주통합특별시 여수시 웅천동","1869-1","1869","0001","웅천 트리마제 벨마레","전세","65.7800","202510","26","26,500","0","9","2022","웅천로 83","202512~202712","신규","-","",""
"1472","전남광주통합특별시 서구 치평동","1238-1","1238","0001","광주대우디오빌","월세","53.3900","202510","26","1,000","80","24","2006","시청로 41","202510~202610","신규","-","",""
"1473","전남광주통합특별시 나주시 빛가람동","197","0197","0000","중흥에스-클래스메가티움1차","월세","28.4200","202510","26","300","40","9","2014","상야2길 7","202511~202611","신규","-","",""
"1474","전남광주통합특별시 광산구 쌍암동","685-10","0685","0010","로얄오피스텔","월세","30.8100","202510","26","300","30","4","2003","임방울대로825번길 22-17","202510~202610","신규","-","",""
"1475","전남광주통합특별시 서구 쌍촌동","948-33","0948","0033","(948-33)","월세","38.6100","202510","26","500","65","6","2020","상무대로 975","202511~202610","신규","-","",""
"1476","전남광주통합특별시 서구 농성동","417-36","0417","0036","어반센트럴","월세","49.3700","202510","25","6,000","50","7","2021","죽봉대로 62","202511~202711","신규","-","",""
"1477","전남광주통합특별시 남구 주월동","1328","1328","0000","남구주월 골드클래스 어반시티","전세","65.0900","202510","25","18,000","0","12","2021","서문대로812번길 4-8","202511~202711","갱신","-","18,000","0"
"1478","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202510","25","13,000","15","15","2021","첨단연신로 100","202512~202712","신규","-","",""
"1479","전남광주통합특별시 서구 농성동","417-22","0417","0022","광천 중해마루힐 주상복합","월세","84.9900","202510","25","1,000","120","5","2022","내방로 415","202510~202710","신규","-","",""
"1480","전남광주통합특별시 나주시 빛가람동","200","0200","0000","중흥에스-클래스메가티움2차","월세","28.4200","202510","25","300","40","11","2015","상야3길 8","202510~202610","신규","-","",""
"1481","전남광주통합특별시 여수시 웅천동","1806-1","1806","0001","여수 웅천캐슬스타","월세","59.6800","202510","25","1,000","66","1","2022","웅천로 371","202510~202610","신규","-","",""
"1482","전남광주통합특별시 광산구 쌍암동","694-99","0694","0099","상상포레스트","전세","35.7000","202510","25","10,500","0","11","2019","첨단강변로87번길 20","202512~202712","신규","-","",""
"1483","전남광주통합특별시 서구 쌍촌동","982-15","0982","0015","모아미래도스카이뷰","월세","29.4100","202510","25","500","60","10","2021","상무대로 894","202511~202611","신규","-","",""
"1484","전남광주통합특별시 서구 쌍촌동","968-3","0968","0003","에드가리움 2차","월세","27.3600","202510","25","2,000","30","15","2016","상무민주로 10","202511~202711","신규","-","",""
"1485","전남광주통합특별시 서구 치평동","1209","1209","0000","유탑 유블레스 트윈시티","전세","84.9300","202510","25","23,000","0","6","2018","시청로 92","202510~202710","신규","-","",""
"1486","전남광주통합특별시 서구 치평동","1210-3","1210","0003","샌트럴시티오피스텔","월세","23.6800","202510","25","300","38","15","2016","시청로 77","202510~202610","신규","-","",""
"1487","전남광주통합특별시 서구 치평동","1202-2","1202","0002","랜드피아오피스텔","월세","41.6400","202510","25","500","45","7","2005","상무중앙로 114","202510~202610","신규","-","",""
"1488","전남광주통합특별시 여수시 웅천동","1888-1","1888","0001","포레나 여수 웅천 1단지","월세","31.6400","202510","25","500","45","2","2019","웅천남8로 24","202511~202611","신규","-","",""
"1489","전남광주통합특별시 서구 농성동","417-36","0417","0036","어반센트럴","전세","49.4900","202510","25","19,000","0","13","2021","죽봉대로 62","202510~202710","신규","-","",""
"1490","전남광주통합특별시 광산구 쌍암동","676-2","0676","0002","에이엠시티센트럴파크","월세","39.4700","202510","24","1,000","65","10","2015","첨단중앙로182번길 50","202511~202710","신규","-","",""
"1491","전남광주통합특별시 광산구 쌍암동","657-5","0657","0005","첨단 한국아델리움 메트로시티","전세","50.9800","202510","24","17,500","0","9","2022","임방울대로 773","202511~202711","신규","-","",""
"1492","전남광주통합특별시 여수시 웅천동","1889-1","1889","0001","포레나 여수 웅천 2단지","전세","84.6500","202510","24","20,000","0","3","2019","웅천남8로 23","202512~202712","신규","-","",""
"1493","전남광주통합특별시 남구 주월동","1328","1328","0000","남구주월 골드클래스 어반시티","월세","65.0900","202510","24","3,000","78","26","2021","서문대로812번길 4-8","202511~202711","신규","-","",""
"1494","전남광주통합특별시 광산구 월계동","888-6","0888","0006","첨단트레비엔 H-CITY","월세","24.2700","202510","24","500","53","6","2022","첨단중앙로106번길 25","202510~202610","신규","-","",""
"1495","전남광주통합특별시 서구 쌍촌동","1006-18","1006","0018","에드가리움 1차","월세","27.3600","202510","24","300","40","15","2015","상무대로 882","202510~202610","신규","-","",""
"1496","전남광주통합특별시 서구 쌍촌동","564-59","0564","0059","휴먼파크빌","전세","55.2900","202510","24","10,400","0","6","2017","상무대로902번길 21","-","-","-","",""
"1497","전남광주통합특별시 서구 치평동","1202-2","1202","0002","랜드피아오피스텔","월세","30.4200","202510","24","300","35","8","2005","상무중앙로 114","202511~202611","신규","-","",""
"1498","전남광주통합특별시 무안군 삼향읍 남악리","2624","2624","0000","남악센트레빌리버파크","전세","84.7300","202510","24","17,000","0","3","2019","남악로250번길 60","202510~202710","신규","-","",""
"1499","전남광주통합특별시 서구 치평동","1238-1","1238","0001","광주대우디오빌","월세","28.2300","202510","24","500","40","21","2006","시청로 41","202511~202610","신규","-","",""
"1500","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202510","24","17,200","5","3","2021","첨단연신로 100","202511~202711","신규","-","",""
"1501","전남광주통합특별시 나주시 빛가람동","279-4","0279","0004","광주전남혁신도시 포레루체오피스텔","월세","26.4800","202510","24","300","38","6","2015","그린로 379","202510~202610","신규","-","",""
"1502","전남광주통합특별시 광산구 하남동","506-11","0506","0011","예미지 파크힐스","월세","29.8800","202510","24","500","65","8","2022","하남산단1번로 61","202510~202610","신규","-","",""
"1503","전남광주통합특별시 나주시 빛가람동","279-4","0279","0004","광주전남혁신도시 포레루체오피스텔","월세","26.4800","202510","24","300","37","4","2015","그린로 379","202510~202610","신규","-","",""
"1504","전남광주통합특별시 나주시 빛가람동","197","0197","0000","중흥에스-클래스메가티움1차","전세","28.4200","202510","24","5,400","0","8","2014","상야2길 7","202511~202711","신규","-","",""
"1505","전남광주통합특별시 나주시 빛가람동","200","0200","0000","중흥에스-클래스메가티움2차","월세","28.4200","202510","24","200","45","6","2015","상야3길 8","202510~202610","신규","-","",""
"1506","전남광주통합특별시 광산구 지죽동","764","0764","0000","광산엘리체 레이크시티","월세","84.9600","202510","24","14,000","20","21","2022","용동길63번길 31","202511~202711","신규","-","",""
"1507","전남광주통합특별시 나주시 빛가람동","200","0200","0000","중흥에스-클래스메가티움2차","월세","28.4200","202510","24","300","40","7","2015","상야3길 8","202511~202610","신규","-","",""
"1508","전남광주통합특별시 무안군 삼향읍 남악리","2250","2250","0000","도휘에드가8차오피스텔","전세","23.2500","202510","24","6,170","0","11","2019","대죽동로16번길 25","202510~202706","신규","-","",""
"1509","전남광주통합특별시 나주시 빛가람동","200","0200","0000","중흥에스-클래스메가티움2차","월세","28.4200","202510","24","300","40","6","2015","상야3길 8","202511~202610","신규","-","",""
"1510","전남광주통합특별시 동구 대인동","150","0150","0000","영무 파라드 오피스텔","전세","25.4300","202510","23","8,500","0","9","2019","구성로204번길 20","202511~202711","신규","-","",""
"1511","전남광주통합특별시 북구 신안동","147-4","0147","0004","프라임로하스","전세","78.2500","202510","23","13,500","0","10","2015","경양로97번길 7-8","202512~202712","갱신","-","13,500","0"
"1512","전남광주통합특별시 서구 쌍촌동","956-54","0956","0054","(956-54)","월세","27.0000","202510","23","300","46","8","2021","상무대로955번길 1","202510~202610","신규","-","",""
"1513","전남광주통합특별시 서구 쌍촌동","948-33","0948","0033","(948-33)","월세","24.0000","202510","23","300","46","4","2020","상무대로 975","202510~202610","신규","-","",""
"1514","전남광주통합특별시 무안군 삼향읍 남악리","2233","2233","0000","도휘에드가9차오피스텔","월세","23.3500","202510","23","200","40","8","2019","대죽동로 40","202510~202604","신규","-","",""
"1515","전남광주통합특별시 서구 치평동","1210-3","1210","0003","샌트럴시티오피스텔","월세","31.6100","202510","23","500","50","7","2016","시청로 77","202510~202610","신규","-","",""
"1516","전남광주통합특별시 서구 치평동","1203-1","1203","0001","중흥에스-클래스스카이31","월세","29.9400","202510","23","500","45","28","2014","시청로 97","202511~202611","신규","-","",""
"1517","전남광주통합특별시 서구 치평동","1210-3","1210","0003","샌트럴시티오피스텔","월세","31.6100","202510","23","500","50","8","2016","시청로 77","202510~202610","신규","-","",""
"1518","전남광주통합특별시 서구 치평동","1210-3","1210","0003","샌트럴시티오피스텔","월세","31.6100","202510","23","500","50","6","2016","시청로 77","202510~202610","신규","-","",""
"1519","전남광주통합특별시 서구 화정동","1709","1709","0000","광주 화정동 골드클래스 주상복합","전세","84.9900","202510","23","23,000","0","17","2022","죽봉대로 17","202511~202711","신규","-","",""
"1520","전남광주통합특별시 여수시 덕충동","2037-2","2037","0002","여수 코아루 오션파크","전세","27.8200","202510","23","9,000","0","5","2020","덕충안길 94","202512~202712","신규","-","",""
"1521","전남광주통합특별시 여수시 덕충동","2037-2","2037","0002","여수 코아루 오션파크","월세","31.1900","202510","23","300","50","4","2020","덕충안길 94","202510~202710","신규","-","",""
"1522","전남광주통합특별시 목포시 산정동","1277-19","1277","0019","예그리나2","월세","49.4000","202510","23","2,000","30","3","2014","동명로76번길 18","202511~202610","신규","-","",""
"1523","전남광주통합특별시 광산구 송정동","731-1","0731","0001","송정 크레지움 센트럴","월세","84.5800","202510","23","9,000","35","2","2018","광산로89번길 27-7","202511~202711","신규","-","",""
"1524","전남광주통합특별시 서구 농성동","417-36","0417","0036","어반센트럴","월세","49.4900","202510","23","1,000","85","15","2021","죽봉대로 62","202511~202610","신규","-","",""
"1525","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202510","23","13,000","15","3","2021","첨단연신로 100","202511~202711","신규","-","",""
"1526","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202510","23","17,200","5","10","2021","첨단연신로 100","202510~202710","갱신","-","17,700","5"
"1527","전남광주통합특별시 동구 궁동","21-4","0021","0004","휴먼블루빌","전세","52.6800","202510","23","9,590","0","2","2008","서석로85번길 18","-","-","-","",""
"1528","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202510","23","17,200","5","4","2021","첨단연신로 100","202511~202701","신규","-","",""
"1529","전남광주통합특별시 광산구 쌍암동","657-5","0657","0005","첨단 한국아델리움 메트로시티","전세","24.3800","202510","23","9,500","0","8","2022","임방울대로 773","202511~202711","신규","-","",""
"1530","전남광주통합특별시 광산구 쌍암동","657-5","0657","0005","첨단 한국아델리움 메트로시티","전세","50.9800","202510","23","16,500","0","6","2022","임방울대로 773","202511~202611","갱신","사용","16,000","0"
"1531","전남광주통합특별시 광산구 쌍암동","685-11","0685","0011","첨단센트럴파크3차","전세","49.3400","202510","23","15,000","0","13","2020","임방울대로825번길 22-19","202511~202711","신규","-","",""
"1532","전남광주통합특별시 서구 농성동","256-1","0256","0001","농성동 영무예다음","월세","59.9600","202510","22","2,000","65","11","2021","상무대로1147번길 7","202510~202710","신규","-","",""
"1533","전남광주통합특별시 서구 광천동","899","0899","0000","힐스테이트 광천","월세","29.3500","202510","22","1,000","55","4","2023","천변좌로 56","202511~202611","신규","-","",""
"1534","전남광주통합특별시 광산구 지죽동","764","0764","0000","광산엘리체 레이크시티","전세","84.9800","202510","22","15,000","0","15","2022","용동길63번길 31","202511~202711","신규","-","",""
"1535","전남광주통합특별시 목포시 남교동","88-172","0088","0172","미래리젠시오피스텔","월세","22.0000","202510","22","200","30","5","2001","수문로 42-1","202510~202606","갱신","-","200","30"
"1536","전남광주통합특별시 서구 치평동","1203-1","1203","0001","중흥에스-클래스스카이31","월세","29.9400","202510","22","500","45","19","2014","시청로 97","202511~202610","신규","-","",""
"1537","전남광주통합특별시 광산구 월계동","892-20","0892","0020","제이지파크2차","월세","29.9000","202510","22","500","54","3","2020","월계로 195-6","202510~202610","신규","-","",""
"1538","전남광주통합특별시 광산구 쌍암동","687-2","0687","0002","첨단 중해마루힐 2차 주상복합","전세","84.8100","202510","22","18,500","0","4","2023","첨단중앙로182번길 76","202511~202711","갱신","-","18,500","0"
"1539","전남광주통합특별시 광산구 월계동","892-20","0892","0020","제이지파크2차","월세","29.9000","202510","22","500","54","8","2020","월계로 195-6","202510~202610","신규","-","",""
"1540","전남광주통합특별시 북구 신안동","821","0821","0000","주건축물제1동","전세","84.3400","202510","22","19,245","0","2","2020","신임로32번길 35","202511~202711","신규","-","",""
"1541","전남광주통합특별시 서구 쌍촌동","982-15","0982","0015","모아미래도스카이뷰","전세","29.7400","202510","22","10,000","0","3","2021","상무대로 894","202511~202711","신규","-","",""
"1542","전남광주통합특별시 광산구 송정동","760-19","0760","0019","(760-19)","월세","29.7500","202510","22","300","52","3","2019","광산로 71-9","202510~202610","신규","-","",""
"1543","전남광주통합특별시 남구 백운동","620-7","0620","0007","프라임로하스","전세","47.9800","202510","22","9,500","0","7","2014","독립로 32-1","202511~202711","신규","-","",""
"1544","전남광주통합특별시 광산구 우산동","1589-3","1589","0003","우산동 한국아델리움 앤 중해마루힐","월세","52.5700","202510","22","700","60","2","2018","무진대로 278-11","202510~202610","신규","-","",""
"1545","전남광주통합특별시 광산구 송정동","845-10","0845","0010","송정역 한국아델리움 더 씨티","월세","49.2100","202510","22","1,000","70","7","2021","송정로15번길 27","202511~202610","신규","-","",""
"1546","전남광주통합특별시 광산구 지죽동","764","0764","0000","광산엘리체 레이크시티","월세","84.9600","202510","22","3,000","65","19","2022","용동길63번길 31","202510~202610","신규","-","",""
"1547","전남광주통합특별시 서구 치평동","1203-1","1203","0001","중흥에스-클래스스카이31","월세","29.9400","202510","21","500","45","17","2014","시청로 97","202510~202610","신규","-","",""
"1548","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202510","21","2,000","65","7","2021","첨단연신로 100","202511~202611","갱신","-","2,000","65"
"1549","전남광주통합특별시 북구 신용동","860","0860","0000","첨단2지구 대성베르힐","월세","49.1200","202510","21","13,000","15","14","2021","첨단연신로 100","202511~202711","신규","-","",""
"1550","전남광주통합특별시 서구 농성동","417-18","0417","0018","골든힐스타워","월세","24.3800","202510","21","300","25","7","2015","죽봉대로78번길 10","202511~202611","신규","-","",""
"1551","전남광주통합특별시 서구 농성동","417-36","0417","0036","어반센트럴","월세","49.4900","202510","21","1,000","80","14","2021","죽봉대로 62","202510~202710","신규","-","",""
"1552","전남광주통합특별시 나주시 빛가람동","197","0197","0000","중흥에스-클래스메가티움1차","월세","28.4200","202510","21","300","40","7","2014","상야2길 7","202510~202610","갱신","-","300","40"
"1553","전남광주통합특별시 여수시 웅천동","1806-1","1806","0001","여수 웅천캐슬스타","월세","37.4200","202510","21","500","60","7","2022","웅천로 371","202510~202610","신규","-","",""
"1554","전남광주통합특별시 나주시 빛가람동","197","0197","0000","중흥에스-클래스메가티움1차","월세","28.4200","202510","21","200","45","9","2014","상야2길 7","202511~202604","신규","-","",""
"1555","전남광주통합특별시 서구 농성동","417-36","0417","0036","어반센트럴","월세","49.4900","202510","21","1,000","85","4","2021","죽봉대로 62","202510~202610","신규","-","",""
"1556","전남광주통합특별시 동구 불로동","135","0135","0000","엘크루에스아이타워","전세","26.5300","202510","21","10,000","0","6","2023","문화전당로35번길 24","202511~202710","신규","-","",""
