"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-01-01 ~ 2024-12-31"
"실거래구분 : 아파트(전월세)"
"주소구분 : 지번주소"
"시도 : 전남광주통합특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"3940","전남광주통합특별시 순천시 오천동","1086","1086","0000","해광샹그릴라","월세","49.9938","202412","06","500","50","3","2015","지현길 17","202412~202612","신규","-","","","아파트"
"3941","전남광주통합특별시 서구 화정동","23-37","0023","0037","유탑유블레스","월세","19.7906","202412","06","300","38","9","2013","내방로 349","202501~202512","신규","-","","","아파트"
"3942","전남광주통합특별시 순천시 조례동","766","0766","0000","시대","전세","36.3680","202412","06","5,084","0","7","1995","비봉2길 22","202412~202512","신규","-","","","아파트"
"3943","전남광주통합특별시 순천시 조곡동","759","0759","0000","e편한세상순천어반타워","월세","112.5591","202412","06","3,000","120","11","2023","둑실1길 45","202502~202702","신규","-","","","아파트"
"3944","전남광주통합특별시 순천시 조례동","840","0840","0000","대림2차","전세","59.8450","202412","06","11,250","0","2","1994","봉화2길 128","202410~202610","신규","-","","","아파트"
"3945","전남광주통합특별시 순천시 매곡동","409-3","0409","0003","주공2","월세","36.2000","202412","06","100","30","5","1982","북정3길 28","202412~202512","신규","-","","","아파트"
"3946","전남광주통합특별시 서구 금호동","240-2","0240","0002","종원팰리스빌","전세","84.9831","202412","06","26,000","0","17","2002","화개1로 59-2","202501~202701","신규","-","","","아파트"
"3947","전남광주통합특별시 서구 금호동","240-2","0240","0002","종원팰리스빌","전세","84.9831","202412","06","26,000","0","17","2002","화개1로 59-2","202502~202702","신규","-","","","아파트"
"3948","전남광주통합특별시 서구 치평동","1259-4","1259","0004","상무e-다움골드","월세","23.3288","202412","06","1,500","35","15","2014","시청로 7","202412~202512","신규","-","","","아파트"
"3949","전남광주통합특별시 서구 치평동","1258-5","1258","0005","상무리채2","월세","20.7189","202412","06","500","40","7","2014","시청로 13","202412~202512","신규","-","","","아파트"
"3950","전남광주통합특별시 순천시 가곡동","1032-1","1032","0001","가곡양우내안애아파트","월세","84.9551","202412","06","3,000","60","1","2013","원가곡길 75","202502~202702","신규","-","","","아파트"
"3951","전남광주통합특별시 서구 풍암동","1054","1054","0000","새한센시빌","전세","82.6212","202412","06","20,000","0","13","2001","풍암순환로 54","202501~202701","신규","-","","","아파트"
"3952","전남광주통합특별시 서구 금호동","1110","1110","0000","매월동아델리움로제비앙","월세","84.7681","202412","06","5,000","120","9","2017","화개중앙로87번길 15","202501~202601","신규","-","","","아파트"
"3953","전남광주통합특별시 순천시 풍덕동","255-3","0255","0003","금호타운","월세","84.5700","202412","06","1,000","60","10","1991","풍덕주택길 96","202412~202612","신규","-","","","아파트"
"3954","전남광주통합특별시 순천시 풍덕동","255-5","0255","0005","주공","전세","51.0200","202412","06","6,000","0","5","1989","풍덕주택길 99","202412~202612","신규","-","","","아파트"
"3955","전남광주통합특별시 순천시 용당동","748","0748","0000","대주피오레","전세","90.6210","202412","06","20,000","0","20","2012","삼산로 92-50","202502~202702","신규","-","","","아파트"
"3956","전남광주통합특별시 순천시 오천동","953-1","0953","0001","순천오천사랑으로부영아파트","전세","84.9933","202412","06","19,880","0","3","2017","오천7길 12","202412~202512","갱신","사용","19,587","0","아파트"
"3957","전남광주통합특별시 서구 내방동","848","0848","0000","내방마을주공","전세","59.1900","202412","06","14,120","0","13","2002","화운로193번길 25","202501~202701","신규","-","","","아파트"
"3958","전남광주통합특별시 서구 화정동","23-37","0023","0037","유탑유블레스","월세","19.7906","202412","06","300","38","11","2013","내방로 349","202501~202512","신규","-","","","아파트"
"3959","전남광주통합특별시 서구 화정동","1712","1712","0000","더샵염주센트럴파크","전세","84.9596","202412","06","40,000","0","6","2022","월드컵4강로 27","202501~202701","신규","-","","","아파트"
"3960","전남광주통합특별시 순천시 연향동","1384-3","1384","0003","부영1","전세","60.0000","202412","06","7,786","0","11","1992","연향1로 55","202412~202512","갱신","사용","7,589","0","아파트"
"3961","전남광주통합특별시 남구 노대동","731","0731","0000","송화마을휴먼시아(진월3블럭주공)","월세","46.9000","202412","06","2,672","14","5","2007","효우로60번길 10","202412~202611","갱신","-","2,552","14","아파트"
"3962","전남광주통합특별시 동구 소태동","615-1","0615","0001","진아하이빌1차","월세","38.2500","202412","06","500","35","3","1998","학소로 65","202412~202612","신규","-","","","아파트"
"3963","전남광주통합특별시 동구 산수동","568-1","0568","0001","금호두암타운","전세","94.5700","202412","06","16,000","0","3","1993","밤실로 147","202412~202612","신규","-","","","아파트"
"3964","전남광주통합특별시 목포시 산정동","1837","1837","0000","목포산정동라송센트럴카운티2차","전세","84.6908","202412","06","18,907","0","11","2018","청호로136번길 22","202502~202602","신규","-","","","아파트"
"3965","전남광주통합특별시 목포시 상동","783-3","0783","0003","하당센트럴팰리체","전세","49.7515","202412","06","13,400","0","9","2019","양을로 508","202412~202601","신규","-","","","아파트"
"3966","전남광주통합특별시 남구 봉선동","1085","1085","0000","봉선3차한국아델리움","월세","84.9738","202412","06","10,000","140","3","2014","제석로80번길 36","202502~202702","신규","-","","","아파트"
"3967","전남광주통합특별시 남구 봉선동","1085","1085","0000","봉선3차한국아델리움","전세","84.9056","202412","06","55,000","0","9","2014","제석로80번길 36","202502~202702","신규","-","","","아파트"
"3968","전남광주통합특별시 남구 봉선동","606","0606","0000","남양휴튼1차","전세","129.3502","202412","06","73,500","0","14","2009","제석로 99","202501~202801","갱신","사용","70,000","0","아파트"
"3969","전남광주통합특별시 남구 봉선동","470","0470","0000","삼익1","전세","131.0400","202412","06","35,000","0","4","1990","봉선중앙로 46","202412~202612","갱신","-","58,000","0","아파트"
"3970","전남광주통합특별시 남구 봉선동","984","0984","0000","모아1단지1차","전세","59.8800","202412","06","10,000","0","4","1986","봉선중앙로 115","202501~202701","신규","-","","","아파트"
"3971","전남광주통합특별시 남구 지석동","506","0506","0000","힐스테이트지석","월세","84.9892","202412","06","2,000","85","18","2024","포충로 631-8","202412~202612","신규","-","","","아파트"
"3972","전남광주통합특별시 남구 봉선동","983","0983","0000","라인하이츠","월세","49.4100","202412","06","500","30","3","1987","대남대로159번길 31","202412~202612","신규","-","","","아파트"
"3973","전남광주통합특별시 남구 봉선동","490-1","0490","0001","금호2","전세","84.8300","202412","06","27,000","0","1","1995","봉선로 134","202502~202702","신규","-","","","아파트"
"3974","전남광주통합특별시 목포시 용당동","171-10","0171","0010","유달","전세","84.3900","202412","06","4,950","0","5","1983","용당로 102-1","202502~202702","신규","-","","","아파트"
"3975","전남광주통합특별시 목포시 용당동","171-10","0171","0010","유달","전세","84.3900","202412","06","4,950","0","5","1983","용당로 102-1","-","-","-","","","아파트"
"3976","전남광주통합특별시 남구 임암동","728","0728","0000","효천시티프라디움","월세","84.9984","202412","06","3,000","110","4","2019","효천2로 1","202501~202701","신규","-","","","아파트"
"3977","전남광주통합특별시 남구 행암동","556","0556","0000","효천엘에이치천년나무1단지","월세","46.2500","202412","06","4,378","18","3","2014","효우로 262","202501~202612","갱신","-","4,240","17","아파트"
"3978","전남광주통합특별시 동구 용산동","662","0662","0000","광주용산지구2BL계룡리슈빌더포레스트아파트","월세","106.6583","202412","06","5,000","145","12","2019","용산1길 2","202501~202701","신규","-","","","아파트"
"3979","전남광주통합특별시 동구 용산동","662","0662","0000","광주용산지구2BL계룡리슈빌더포레스트아파트","월세","106.6583","202412","06","5,000","145","12","2019","용산1길 2","-","-","-","","","아파트"
"3980","전남광주통합특별시 목포시 용해동","1054","1054","0000","포미타운엘에이치4단지","월세","51.9300","202412","06","2,708","24","6","2013","용해지구로88번길 24","202412~202701","신규","-","","","아파트"
"3981","전남광주통합특별시 광양시 마동","1360","1360","0000","광양와우지구중흥S-클래스","전세","84.9908","202412","06","21,000","0","24","2024","눈소10길 16","202501~202612","신규","-","","","아파트"
"3982","전남광주통합특별시 광양시 마동","1171-1","1171","0001","스마트시티1차","월세","14.7985","202412","06","500","35","7","2023","눈소2길 51-11","202412~202512","신규","-","","","아파트"
"3983","전남광주통합특별시 광양시 마동","1171-1","1171","0001","스마트시티1차","월세","14.7985","202412","06","500","35","7","2023","눈소2길 51-11","202412~202512","신규","-","","","아파트"
"3984","전남광주통합특별시 광양시 마동","1309","1309","0000","광양동문디이스트","월세","84.9681","202412","06","2,000","70","4","2023","눈소10길 58","-","-","-","","","아파트"
"3985","전남광주통합특별시 광양시 마동","1311","1311","0000","광양와우LH1단지","월세","46.1600","202412","06","5,189","12","15","2021","눈소10길 49","202412~202612","신규","-","","","아파트"
"3986","전남광주통합특별시 남구 행암동","556","0556","0000","효천엘에이치천년나무1단지","월세","46.2500","202412","06","3,078","27","16","2014","효우로 262","202501~202612","갱신","-","2,940","25","아파트"
"3987","전남광주통합특별시 동구 계림동","52","0052","0000","두산위브","전세","84.8686","202412","06","27,000","0","15","2007","무등로 374","202501~202701","신규","-","","","아파트"
"3988","전남광주통합특별시 남구 방림동","579","0579","0000","방림더퍼스트골드클래스","월세","84.6746","202412","06","5,000","100","20","2024","큰방림길 41","202501~202701","신규","-","","","아파트"
"3989","전남광주통합특별시 남구 진월동","499-68","0499","0068","진월동풍림아파트","전세","74.2500","202412","06","18,000","0","12","2000","화산로31번안길 2","202502~202702","신규","-","","","아파트"
"3990","전남광주통합특별시 남구 진월동","388","0388","0000","호반","전세","32.1600","202412","06","4,000","0","9","1999","서문대로663번안길 2","202412~202612","신규","-","","","아파트"
"3991","전남광주통합특별시 남구 행암동","604","0604","0000","효천남해오네뜨1단지","전세","84.9500","202412","06","25,000","0","3","2014","효우2로 21","202502~202702","신규","-","","","아파트"
"3992","전남광주통합특별시 남구 노대동","827","0827","0000","송화레이크힐","월세","84.6400","202412","06","9,326","15","7","2007","노대실로 33","202501~202612","신규","-","","","아파트"
"3993","전남광주통합특별시 여수시 여서동","479","0479","0000","부영6차","전세","60.0000","202412","06","5,646","0","12","1990","여서로 181","202412~202512","신규","-","","","아파트"
"3994","전남광주통합특별시 여수시 웅천동","1835","1835","0000","웅천포레스트부영2단지","전세","59.9991","202412","06","17,697","0","4","2021","여서로 55","202412~202512","갱신","-","17,470","0","아파트"
"3995","전남광주통합특별시 여수시 웅천동","1835","1835","0000","웅천포레스트부영2단지","월세","59.9991","202412","06","8,580","31","2","2021","여서로 55","202412~202512","신규","-","","","아파트"
"3996","전남광주통합특별시 여수시 웅천동","1835","1835","0000","웅천포레스트부영2단지","전세","84.8400","202412","06","24,132","0","8","2021","여서로 55","202412~202512","갱신","-","23,823","0","아파트"
"3997","전남광주통합특별시 여수시 웅천동","1835","1835","0000","웅천포레스트부영2단지","전세","59.9991","202412","06","17,697","0","3","2021","여서로 55","202412~202512","갱신","-","17,470","0","아파트"
"3998","전남광주통합특별시 여수시 웅천동","1835","1835","0000","웅천포레스트부영2단지","전세","84.8400","202412","06","24,132","0","6","2021","여서로 55","202412~202512","갱신","-","23,823","0","아파트"
"3999","전남광주통합특별시 여수시 웅천동","1835","1835","0000","웅천포레스트부영2단지","전세","59.9991","202412","06","17,697","0","18","2021","여서로 55","202412~202512","갱신","-","17,470","0","아파트"
"4000","전남광주통합특별시 여수시 웅천동","1835","1835","0000","웅천포레스트부영2단지","전세","84.9480","202412","06","24,132","0","14","2021","여서로 55","202412~202512","갱신","-","23,823","0","아파트"
"4001","전남광주통합특별시 여수시 웅천동","1835","1835","0000","웅천포레스트부영2단지","전세","59.9991","202412","06","17,697","0","4","2021","여서로 55","202412~202512","갱신","-","17,470","0","아파트"
"4002","전남광주통합특별시 여수시 웅천동","1843","1843","0000","웅천더힐1단지","전세","84.9480","202412","06","30,000","0","5","2022","웅천로 262","202501~202701","신규","-","","","아파트"
"4003","전남광주통합특별시 여수시 신기동","137","0137","0000","부영3","전세","60.0000","202412","06","6,722","0","6","1990","선소로 72-13","202412~202512","갱신","-","6,552","0","아파트"
"4004","전남광주통합특별시 여수시 신기동","137","0137","0000","부영3","전세","60.0000","202412","06","6,722","0","6","1990","선소로 72-13","-","-","-","","","아파트"
"4005","전남광주통합특별시 여수시 신기동","39","0039","0000","주공4","전세","47.0100","202412","06","6,000","0","5","1990","신기북7길 20","202501~202701","신규","-","","","아파트"
"4006","전남광주통합특별시 여수시 문수동","450-1","0450","0001","부영9차","전세","49.7200","202412","06","5,940","0","13","1995","여문2로 61","202412~202512","갱신","-","5,790","0","아파트"
"4007","전남광주통합특별시 여수시 문수동","450-1","0450","0001","부영9차","전세","49.7200","202412","06","5,940","0","11","1996","여문2로 61","202412~202512","갱신","-","5,790","0","아파트"
"4008","전남광주통합특별시 여수시 수정동","167-1","0167","0001","여수수정행복주택","월세","16.9700","202412","06","585","9","4","2018","이순신광장로 260","202411~202610","갱신","-","1,185","8","아파트"
"4009","전남광주통합특별시 여수시 문수동","450-1","0450","0001","부영9차","전세","49.7200","202412","06","4,701","0","3","1995","여문2로 61","202412~202512","갱신","-","4,449","0","아파트"
"4010","전남광주통합특별시 여수시 문수동","480","0480","0000","부영10차","전세","59.7600","202412","06","8,582","0","7","1999","여문2로 62","202412~202512","갱신","-","7,546","8","아파트"
"4011","전남광주통합특별시 여수시 문수동","480","0480","0000","부영10차","전세","59.7600","202412","06","8,582","0","13","1999","여문2로 62","202412~202512","갱신","-","7,886","0","아파트"
"4012","전남광주통합특별시 나주시 빛가람동","1","0001","0000","이노시티애시앙1단지","월세","84.5442","202412","06","2,500","90","2","2020","한빛로 91","202412~202612","신규","-","","","아파트"
"4013","전남광주통합특별시 나주시 빛가람동","303","0303","0000","사랑으로부영3단지","전세","84.9826","202412","06","14,108","0","16","2017","빛가람로 800","202412~202512","갱신","-","13,818","0","아파트"
"4014","전남광주통합특별시 나주시 빛가람동","118","0118","0000","빛가람혁신도시중흥에스-클래스센트럴1차","전세","84.9345","202412","06","22,000","0","2","2016","우정로 77","202501~202701","신규","-","","","아파트"
"4015","전남광주통합특별시 나주시 빛가람동","600","0600","0000","대광로제비앙","월세","84.9811","202412","06","2,000","80","13","2016","그린로 153","202412~202612","신규","-","","","아파트"
"4016","전남광주통합특별시 나주시 빛가람동","551","0551","0000","사랑으로부영2단지","전세","84.9868","202412","06","13,565","0","1","2015","그린로 125","202412~202512","갱신","-","13,286","0","아파트"
"4017","전남광주통합특별시 나주시 빛가람동","821","0821","0000","빛가람엘에이치5단지","월세","59.7200","202412","06","2,888","37","9","2015","월정3길 17","202412~202611","갱신","-","2,758","35","아파트"
"4018","전남광주통합특별시 나주시 빛가람동","850","0850","0000","에듀캐슬아파트","월세","84.9600","202412","06","4,000","65","6","2014","그린로 276","202412~202612","신규","-","","","아파트"
"4019","전남광주통합특별시 여수시 여서동","496-1","0496","0001","부영7차","전세","50.0000","202412","06","6,002","0","8","1993","여서로 188","202501~202512","갱신","-","6,002","0","아파트"
"4020","전남광주통합특별시 여수시 여서동","479","0479","0000","부영6차","전세","60.0000","202412","06","6,901","0","13","1990","여서로 181","202501~202601","신규","-","","","아파트"
"4021","전남광주통합특별시 여수시 웅천동","1831","1831","0000","여수웅천부영3차","전세","84.3616","202412","06","20,330","0","3","2015","웅천로 291","202412~202512","갱신","-","19,835","0","아파트"
"4022","전남광주통합특별시 여수시 웅천동","1846","1846","0000","여수웅천부영2차","전세","84.3616","202412","06","20,330","0","13","2015","웅천로 261","202412~202512","신규","-","","","아파트"
"4023","전남광주통합특별시 여수시 웅천동","1846","1846","0000","여수웅천부영2차","전세","84.3616","202412","06","20,330","0","15","2015","웅천로 261","202501~202601","신규","-","","","아파트"
"4024","전남광주통합특별시 여수시 학동","39-22","0039","0022","더모스트라이프","월세","24.0500","202412","06","300","41","7","2008","학동3길 23","202412~202512","신규","-","","","아파트"
"4025","전남광주통합특별시 여수시 여서동","479","0479","0000","부영6차","월세","60.0000","202412","06","6,017","8","6","1990","여서로 181","202412~202512","갱신","-","5,865","8","아파트"
"4026","전남광주통합특별시 여수시 웅천동","1853","1853","0000","여수웅천사랑으로부영5차아파트","전세","59.9284","202412","06","16,320","0","9","2017","웅천로 190","202412~202512","갱신","-","16,111","0","아파트"
"4027","전남광주통합특별시 여수시 웅천동","1853","1853","0000","여수웅천사랑으로부영5차아파트","전세","84.3616","202412","06","21,949","0","12","2017","웅천로 190","202412~202512","갱신","-","21,949","0","아파트"
"4028","전남광주통합특별시 여수시 웅천동","1853","1853","0000","여수웅천사랑으로부영5차아파트","전세","84.3616","202412","06","21,949","0","12","2017","웅천로 190","202412~202512","갱신","-","21,668","0","아파트"
"4029","전남광주통합특별시 여수시 웅천동","1853","1853","0000","여수웅천사랑으로부영5차아파트","전세","59.9284","202412","06","16,320","0","3","2017","웅천로 190","202412~202512","갱신","-","16,111","0","아파트"
"4030","전남광주통합특별시 여수시 웅천동","1889-1","1889","0001","포레나여수웅천2단지","전세","84.9891","202412","06","30,000","0","2","2019","웅천남8로 23","202501~202701","신규","-","","","아파트"
"4031","전남광주통합특별시 나주시 삼영동","296-1","0296","0001","부영","전세","59.7600","202412","06","4,743","0","15","1998","삼영1길 61","202412~202512","갱신","사용","4,628","0","아파트"
"4032","전남광주통합특별시 여수시 웅천동","1832","1832","0000","웅천포레스트부영1단지","전세","59.9991","202412","06","17,697","0","15","2021","웅천로 292","202412~202512","갱신","-","17,470","0","아파트"
"4033","전남광주통합특별시 여수시 웅천동","1832","1832","0000","웅천포레스트부영1단지","전세","59.9991","202412","06","17,697","0","8","2021","웅천로 292","202412~202512","갱신","-","17,470","0","아파트"
"4034","전남광주통합특별시 여수시 웅천동","1832","1832","0000","웅천포레스트부영1단지","전세","84.9480","202412","06","24,132","0","24","2021","웅천로 292","-","-","-","","","아파트"
"4035","전남광주통합특별시 여수시 웅천동","1835","1835","0000","웅천포레스트부영2단지","전세","84.9596","202412","06","24,132","0","14","2021","여서로 55","202412~202512","갱신","-","23,823","0","아파트"
"4036","전남광주통합특별시 여수시 웅천동","1835","1835","0000","웅천포레스트부영2단지","전세","84.9596","202412","06","24,132","0","2","2021","여서로 55","202412~202512","갱신","-","23,823","0","아파트"
"4037","전남광주통합특별시 여수시 여서동","479","0479","0000","부영6차","전세","60.0000","202412","06","6,901","0","13","1991","여서로 181","202412~202512","신규","-","","","아파트"
"4038","전남광주통합특별시 여수시 웅천동","1835","1835","0000","웅천포레스트부영2단지","전세","84.9480","202412","06","24,132","0","2","2021","여서로 55","202412~202512","갱신","-","23,823","0","아파트"
"4039","전남광주통합특별시 여수시 여서동","479","0479","0000","부영6차","월세","60.0000","202412","05","6,111","8","5","1990","여서로 181","202412~202512","갱신","-","5,957","7","아파트"
"4040","전남광주통합특별시 여수시 웅천동","1835","1835","0000","웅천포레스트부영2단지","전세","84.8400","202412","05","24,132","0","1","2021","여서로 55","202412~202512","갱신","-","23,823","0","아파트"
"4041","전남광주통합특별시 여수시 웅천동","1835","1835","0000","웅천포레스트부영2단지","전세","84.9596","202412","05","24,132","0","6","2021","여서로 55","202412~202512","갱신","-","23,823","0","아파트"
"4042","전남광주통합특별시 여수시 여서동","479","0479","0000","부영6차","전세","60.0000","202412","05","6,901","0","12","1990","여서로 181","202412~202512","신규","-","","","아파트"
"4043","전남광주통합특별시 여수시 문수동","450-1","0450","0001","부영9차","전세","49.7200","202412","05","5,940","0","9","1996","여문2로 61","202412~202512","갱신","-","5,790","0","아파트"
"4044","전남광주통합특별시 여수시 문수동","450-1","0450","0001","부영9차","월세","49.7200","202412","05","4,952","6","7","1996","여문2로 61","202412~202512","갱신","-","4,827","6","아파트"
"4045","전남광주통합특별시 여수시 문수동","450-1","0450","0001","부영9차","월세","49.7200","202412","05","4,952","6","2","1996","여문2로 61","202412~202512","갱신","-","4,827","6","아파트"
"4046","전남광주통합특별시 여수시 문수동","450-1","0450","0001","부영9차","월세","49.7200","202412","05","5,341","6","14","1995","여문2로 61","202412~202512","갱신","-","0","6","아파트"
"4047","전남광주통합특별시 나주시 빛가람동","551","0551","0000","사랑으로부영2단지","월세","84.9933","202412","05","5,643","33","6","2015","그린로 125","202412~202512","갱신","-","5,527","32","아파트"
"4048","전남광주통합특별시 여수시 웅천동","1835","1835","0000","웅천포레스트부영2단지","월세","84.8400","202412","05","12,012","46","1","2021","여서로 55","202412~202512","갱신","-","11,858","0","아파트"
"4049","전남광주통합특별시 여수시 여서동","496-1","0496","0001","부영7차","전세","60.0000","202412","05","7,202","0","6","1992","여서로 188","202412~202512","신규","-","","","아파트"
"4050","전남광주통합특별시 여수시 웅천동","1835","1835","0000","웅천포레스트부영2단지","전세","84.9480","202412","05","24,132","0","20","2021","여서로 55","202412~202512","신규","-","","","아파트"
"4051","전남광주통합특별시 여수시 웅천동","1835","1835","0000","웅천포레스트부영2단지","전세","59.9991","202412","05","17,697","0","11","2021","여서로 55","202412~202512","갱신","-","17,470","0","아파트"
"4052","전남광주통합특별시 여수시 웅천동","1835","1835","0000","웅천포레스트부영2단지","전세","59.9991","202412","05","17,697","0","4","2021","여서로 55","202412~202512","갱신","-","17,470","0","아파트"
"4053","전남광주통합특별시 여수시 여서동","479","0479","0000","부영6차","전세","60.0000","202412","05","4,973","0","4","1990","여서로 181","202412~202512","갱신","-","4,847","0","아파트"
"4054","전남광주통합특별시 여수시 여서동","479","0479","0000","부영6차","전세","60.0000","202412","05","6,901","0","6","1991","여서로 181","202502~202602","갱신","-","6,901","0","아파트"
"4055","전남광주통합특별시 여수시 여서동","243","0243","0000","부영5차","전세","60.0000","202412","05","5,428","0","2","1989","여서2로 55","202412~202512","신규","-","","","아파트"
"4056","전남광주통합특별시 여수시 웅천동","1835","1835","0000","웅천포레스트부영2단지","전세","84.8400","202412","05","24,132","0","3","2021","여서로 55","202412~202512","갱신","-","23,823","0","아파트"
"4057","전남광주통합특별시 여수시 웅천동","1835","1835","0000","웅천포레스트부영2단지","월세","59.9991","202412","05","8,580","31","16","2021","여서로 55","202412~202512","신규","-","","","아파트"
"4058","전남광주통합특별시 여수시 웅천동","1835","1835","0000","웅천포레스트부영2단지","전세","84.9480","202412","05","24,132","0","1","2021","여서로 55","202501~202601","신규","-","","","아파트"
"4059","전남광주통합특별시 나주시 빛가람동","114","0114","0000","빛가람중흥에스-클래스센트럴2차","월세","72.4254","202412","05","2,000","90","18","2016","우정로 101","202412~202612","신규","-","","","아파트"
"4060","전남광주통합특별시 나주시 빛가람동","303","0303","0000","사랑으로부영3단지","전세","84.9868","202412","05","14,108","0","8","2017","빛가람로 800","202412~202512","갱신","-","13,818","0","아파트"
"4061","전남광주통합특별시 여수시 웅천동","1835","1835","0000","웅천포레스트부영2단지","전세","84.9480","202412","05","24,132","0","21","2021","여서로 55","202412~202512","갱신","-","23,823","0","아파트"
"4062","전남광주통합특별시 여수시 웅천동","1835","1835","0000","웅천포레스트부영2단지","전세","59.9991","202412","05","17,697","0","12","2021","여서로 55","-","-","-","","","아파트"
"4063","전남광주통합특별시 나주시 송월동","1122","1122","0000","부영","전세","59.9330","202412","05","6,113","0","9","2000","나주로 41-23","202412~202512","신규","-","","","아파트"
"4064","전남광주통합특별시 여수시 웅천동","1846","1846","0000","여수웅천부영2차","전세","84.3616","202412","05","19,835","0","1","2015","웅천로 261","202402~202502","갱신","-","19,371","0","아파트"
"4065","전남광주통합특별시 여수시 웅천동","1846","1846","0000","여수웅천부영2차","전세","59.9284","202412","05","15,068","0","6","2015","웅천로 261","202412~202512","갱신","-","14,701","0","아파트"
"4066","전남광주통합특별시 여수시 웅천동","1846","1846","0000","여수웅천부영2차","전세","84.3616","202412","05","20,330","0","7","2015","웅천로 261","202412~202512","갱신","-","19,835","0","아파트"
"4067","전남광주통합특별시 여수시 웅천동","1846","1846","0000","여수웅천부영2차","전세","84.3616","202412","05","20,330","0","4","2015","웅천로 261","202412~202512","신규","-","","","아파트"
"4068","전남광주통합특별시 여수시 웅천동","1846","1846","0000","여수웅천부영2차","전세","84.3616","202412","05","20,330","0","10","2015","웅천로 261","-","-","-","","","아파트"
"4069","전남광주통합특별시 여수시 웅천동","1853","1853","0000","여수웅천사랑으로부영5차아파트","전세","84.3616","202412","05","21,949","0","2","2017","웅천로 190","202501~202601","갱신","-","21,668","0","아파트"
"4070","전남광주통합특별시 여수시 웅천동","1853","1853","0000","여수웅천사랑으로부영5차아파트","전세","59.9284","202412","05","16,320","0","11","2017","웅천로 190","202412~202512","갱신","-","15,217","0","아파트"
"4071","전남광주통합특별시 여수시 웅천동","1832","1832","0000","웅천포레스트부영1단지","전세","59.9991","202412","05","17,697","0","22","2021","웅천로 292","202412~202512","신규","-","","","아파트"
"4072","전남광주통합특별시 여수시 웅천동","1832","1832","0000","웅천포레스트부영1단지","전세","84.9480","202412","05","24,132","0","9","2021","웅천로 292","202412~202512","갱신","-","23,823","0","아파트"
"4073","전남광주통합특별시 여수시 웅천동","1832","1832","0000","웅천포레스트부영1단지","전세","59.9991","202412","05","17,697","0","3","2021","웅천로 292","202412~202512","갱신","-","17,470","0","아파트"
"4074","전남광주통합특별시 북구 두암동","870-1","0870","0001","덕산","전세","70.1100","202412","05","8,000","0","2","1984","서방로171번길 8","202502~202702","신규","-","","","아파트"
"4075","전남광주통합특별시 북구 매곡동","493","0493","0000","매곡동해광샹그릴라","전세","49.6513","202412","05","10,000","0","7","2014","매곡로69번길 13","202412~202612","신규","-","","","아파트"
"4076","전남광주통합특별시 북구 동림동","1330","1330","0000","운암산코오롱하늘채","월세","64.2602","202412","05","3,000","75","2","2018","동배마을길 29","202412~202612","갱신","-","3,000","65","아파트"
"4077","전남광주통합특별시 목포시 옥암동","1027","1027","0000","부영3차","전세","49.7200","202412","05","5,250","0","5","1995","통일대로75번길 14","202412~202512","신규","-","","","아파트"
"4078","전남광주통합특별시 목포시 옥암동","1096","1096","0000","우미블루빌","월세","59.3897","202412","05","1,000","60","2","2001","평화로153번길 9","202501~202701","신규","-","","","아파트"
"4079","전남광주통합특별시 목포시 옥암동","1027","1027","0000","부영3차","월세","49.7200","202412","05","3,382","4","7","1995","통일대로75번길 14","202412~202512","갱신","-","0","4","아파트"
"4080","전남광주통합특별시 목포시 달동","1331-8","1331","0008","신항만뉴캐슬오션시티2차","월세","79.9440","202412","05","2,000","70","3","2021","허사로57번길 15","202412~202612","신규","-","","","아파트"
"4081","전남광주통합특별시 북구 임동","14-2","0014","0002","국제미소래","전세","49.5254","202412","05","8,480","0","7","2014","중가로3번길 25","202501~202701","신규","-","","","아파트"
"4082","전남광주통합특별시 북구 신용동","737","0737","0000","광주첨단2지구사랑으로부영","전세","60.4624","202412","05","22,000","0","6","2013","첨단연신로 166","202502~202702","신규","-","","","아파트"
"4083","전남광주통합특별시 화순군 화순읍 대리","935","0935","0000","화순광신프로그레스","전세","84.9884","202412","05","17,228","0","7","2015","대리길 41","201512~202512","신규","-","","","아파트"
"4084","전남광주통합특별시 화순군 화순읍 대리","935","0935","0000","화순광신프로그레스","전세","62.8395","202412","05","12,245","0","11","2015","대리길 41","202412~202512","신규","-","","","아파트"
